idPersonaje	idFamilia	nombreA	nombreE	suhra	nacimiento	nacimiento_comentario	muerte	muerte_comentario	edad	edad_comentario	resumenBiografico	creado	modificado	publicado	maestrosOrientales	nacimientoec	muerteec	fuentesCitadas
85	336	إبراهيم بن خالد بن إسحاق الفهري الأموي، أبو إسحاق	NA	NA	0	NA	268	NA	0	NA	Ulema de Elvira destacado por su transmisión de Ṣaḥnūn b. Saʿīd, ya que fueron siete los de su lugar que transmitieron del maestro al mismo tiempo.	2010-12-29T01:12:45Z	2019-03-05T23:57:23Z	1	سحنون	0	881	أبو سعيد
86	6	إبراهيم بن خصيب بن عاصم بن عاصم الثقفي	Ibrāhīm b. Ḫaṣīb b. ʿĀṣim b. ʿĀṣim al-Ṯaqafī	NA	0	NA	0	NA	0	NA	Hombre virtuoso, perteneciente a la familia de los Banū ʿĀṣim, que estuvo entregado al ayuno durante cerca de quince años. Residió en el Ḥisn Poley, uno de los distritos de Córdoba.	2010-12-29T01:12:45Z	2015-11-11T09:49:11Z	1	NA	0	0	NA
87	0	إبراهيم بن خلاد اللخمي	Ibrāhīm b. Ḫallād al-Laḫmī	NA	0	NA	270	NA	0	NA	Ulema de Elvira destacado por su transmisión de Ṣaḥnūn b. Saʿīd, ya que fueron siete los de su lugar que transmitieron del maestro al mismo tiempo.	2010-12-29T01:12:45Z	2019-03-31T20:01:11Z	1	سحنون	0	883	"كتاب محمد بن أحمد ● 
أبو سعيد يونس (H, D) ● 
أبو الوليد بن الفرضي (D) ●"
88	0	إبراهيم بن خلف الجمحي المقرىء، أبو بكر	NA	NA	0	NA	547	dp.	0	NA	NA	2010-12-29T01:12:45Z	2012-05-10T13:56:48Z	1	NA	0	1152	ابن الصيقل المعروف بأبي هريرة  ـ وقال فيه أبو بكر بن إبراهيم بن خلف ● برنامج أبي الحجاج بن أيوب ـ منه نقلت اسمه كما تقدم (IA)
89	53	إبراهيم بن خلف بن إبراهيم بن لب بن بيطير التجيبي، ابن الحاج، أبو إسحاق	NA	ابن الحاج	0	NA	491	v.	0	NA	NA	2010-12-29T01:12:45Z	2012-05-09T16:09:53Z	1	NA	0	1097	NA
90	0	إبراهيم بن خلف بن سعد بن أيوب بن وارث التجيبي الباجي، أبو إسحاق	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-05-09T16:20:34Z	1	NA	0	0	NA
91	7	إبراهيم بن خلف بن محمد بن الحبيب بن عبد الله بن عمرو (عمر) بن فرقد بن محمد بن عبد الرحمن بن محمد بن عبيدة بن وهب بن عبد الله بن يوسف بن عياض بن يوسف بن عبد الرحمن بن أبي عبيدة بن عقبة بن نافع بن عبد القيس بن لقيط بن عامر بن أمية بن الظرب بن الحارث بن فهر الفهري القرشي العامري، أبو إسحاق	NA	ابن فرقد	488	dp./484	572	NA	84	ded.	NA	2010-12-29T01:12:45Z	2014-04-04T13:20:39Z	1	NA	1095	1176	NA
92	0	إبراهيم بن خلف بن معاذ الغساني، ابن القصير	NA	ابن القصير	0	NA	455	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-04-17T14:55:42Z	1	NA	0	1063	ابن مدير (IB)
93	0	إبراهيم بن خلف بن معاوية العبدري المقرىء، الشلوقي (الشلوني)، أبو إسحاق	NA	الشلوقي (الشلوني)	0	NA	463	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-06-25T18:30:40Z	1	NA	0	1070	ابن مدير (IB)
94	0	إبراهيم بن خلف بن منصور الغساني الدمشقي، السنهوري، أبو إسحاق	Ibrāhīm b. Ḫalaf b. Manṣūr al-Gassānī al-Dimašqī, al-Sanhūrī, Abū Ishāq	السنهوري	0	NA	603	v.	0	NA	NA	2010-12-29T01:12:45Z	2012-05-22T14:53:04Z	1	NA	0	1206	NA
95	0	إبراهيم بن خلف	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2010-12-29T01:12:45Z	1	NA	0	0	NA
96	0	إبراهيم بن خليفة بن أبي الفتح بن أحمد بن أبي الفتح القضاعي، أبو إسحاق	NA	NA	0	NA	540	a.	0	NA	NA	2010-12-29T01:12:45Z	2012-05-10T11:54:37Z	1	NA	0	1145	ابن سالم  ـ أكثره عن (IA)
97	0	إبراهيم بن خيرة، ابن الصباغ، أبو إسحاق	NA	ابن الصباغ	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-07-19T09:34:08Z	1	NA	0	0	"أبو عامر بن مسلمة (H, D) ● 
الذخيرة < أبو عامر ●"
98	0	إبراهيم بن داود	Ibrāhīm b. Dāwūd	NA	0	NA	327	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-03-03T11:50:21Z	1	NA	0	938	▪ خالد - ذكره (IF) <br>
99	0	إبراهيم بن دخنيل المقرئ، أبو إسحاق	NA	NA	0	NA	470	aprox.	0	NA	NA	2010-12-29T01:12:45Z	2012-04-17T15:11:45Z	1	NA	0	1077	NA
100	0	إبراهيم بن زبان، أبو إسحاق	NA	NA	0	NA	273	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-07-19T09:49:43Z	1	NA	0	886	ابن يونس (في بعض النسخ من تاريخ) (H, D)
101	0	إبراهيم بن زرعة، مولى قريش، أبو زياد	NA	NA	0	NA	212	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-05-05T09:51:12Z	1	سحنون بن سعيد<br/>	0	827	"أبو سعيد، كتاب ابن عتاب (IF) ● 
أبو سعيد (H, D) ●"
102	0	إبراهيم بن سالم الإفريقي الوراق، أبو إسحاق	Ibrāhīm b. Sālim al-Ifrīqī al-Warrāq, Abū Ishāq	NA	0	NA	350	dp., v. época al-Ḥakam II	0	dp., v. época al-Ḥakam II	NA	2010-12-29T01:12:45Z	2012-05-22T12:42:04Z	1	NA	0	961	أبي الخطاب بن واجب ـ قرأت اسمه بخط شيخنا (IA)
103	302	إبراهيم بن سعد السعود بن أحمد بن عفير الأموي، أبو العباس	Ibrāhīm b. Saʿd al-Suʿd b. Aḥmad b. ʿUfayr al-Umawī, Abū l-ʿAbbās	NA	0	NA	590	aprox.	0	NA	NA	2010-12-29T01:12:45Z	2012-05-17T15:01:55Z	1	NA	0	1193	أخوه أبو أمية
104	0	إبراهيم بن سعيد السهلي (السهيلي) الأسطرلابي	NA	NA	0	NA	0	NA	0	NA	Científico andalusí que construyó diversos instrumentos, entre ellos un astrolabio conservado en el Museo Arqueológico Nacional.	2010-12-29T01:12:45Z	2012-12-17T14:22:06Z	1	NA	0	0	NA
105	0	إبراهيم بن سعيد بن برقان	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2010-12-29T01:12:45Z	1	NA	0	0	NA
106	0	إبراهيم بن سعيد بن سالم بن أبي عصام القلعي	Ibrāhīm b. Saʿīd b. Sālim b. Abī ʿIṣām al-Qalʿī	NA	0	NA	390	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-05-23T09:46:29Z	1	NA	0	999	الصاحبان (IB).
107	0	إبراهيم بن سعيد بن عثمان بن وردون النميري، أبو إسحاق	NA	NA	389	ded.	470	šaʿbān=febrero	81	NA	NA	2010-12-29T01:12:45Z	2012-04-17T15:16:42Z	1	NA	0	1078	ابن مدير (IB)
108	0	إبراهيم بن سليمان بن إبراهيم بن حمزة (حمرة) البلوي المالقي، أبو إسحاق	Ibrāhīm b. Sulaymān b. Ibrāhīm b. Ḥamza al-Balawī al-Mālaqī, Abū Isḥāq	NA	0	NA	448	ḏū l-qaʿda=enero	0	NA	NA	2010-12-29T01:12:45Z	2013-11-01T16:53:06Z	1	NA	0	1057	ابن مدير، ابن حيان (IB)
109	0	إبراهيم بن سليمان بن إبراهيم، أبو إسحاق	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-04-17T14:39:52Z	1	NA	0	0	NA
110	0	إبراهيم بن سليمان بن أبي زكرياء	Ibrāhīm b. Sulaymān b. Abī Zakariyāʾ	NA	0	NA	326	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-03-03T11:04:20Z	1	NA	0	937	NA
111	0	إبراهيم بن سليمان بن خليفة المالقي	NA	NA	0	NA	510	rabīʿ II=agosto	0	NA	NA	2010-12-29T01:12:45Z	2012-10-31T13:18:25Z	1	NA	0	1116	NA
112	0	إبراهيم بن سهل الإسرائيلي، أبو إسحاق	Ibrāhīm b. Sahl al-Isrāʾīlī, Abū Isḥāq	NA	0	NA	640	/646/647	0	NA	NA	2010-12-29T01:12:45Z	2019-04-05T10:44:12Z	1	NA	0	1242	ابن الأبار (ITBM)
113	54	إبراهيم بن سهل بن نوح بن عبد الله بن حجاز (جماز)، ابن العطار، أبو إسحاق	Ibrāhīm b. Sahl b. Nūḥ b. ʿAbd Allāh b. Ḥağğāz (Ğammāz), Ibn al-ʿAṭṭār, Abū Isḥāq	ابن العطار	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2018-10-31T20:01:14Z	1	NA	0	0	NA
114	395	إبراهيم بن شاكر بن خطاب بن شاكر بن خطاب اللحائي (اللماى) اللجام، أبو إسحاق	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2014-05-15T14:20:53Z	1	NA	0	0	"أبو عمر بن عبد البر (H, D) ● 
الخولاني، وضاح بن محمد السرقسطي (IB) ●"
115	0	إبراهيم بن شجرة البلوي	NA	NA	0	NA	158	NA	0	NA	NA	2010-12-29T01:12:45Z	2012-05-08T12:51:24Z	1	NA	0	774	NA
116	0	إبراهيم بن شعيب الباهلي، أبو إسحاق	Ibrāhīm b. Šuʿayb al-Bāhilī, Abū Isḥāq	NA	0	NA	265	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-03-03T17:51:52Z	1	"▪ سحنون بن سعيد <br>
"	0	878	"▪ أبو سعيد - ذكر (IF) <br>
▪ ابن حارث - قال (TM) <br>"
117	0	إبراهيم بن شعيب الوراق، أبو إسحاق	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-05-05T17:15:28Z	1	NA	0	0	NA
118	0	إبراهيم بن صالح بن إبراهيم بن صالح المرادي، ابن السماد (ابن السماذ)، أبو إسحاق	NA	ابن السماد (ابن السماذ)	0	NA	547	/548	0	NA	Ulema natural de Almería que se especializó en lecturas coránicas. Marchó a Oriente en peregrinación, donde continuó estudiando el Corán. A su vuelta se dedicó a la enseñanza por medio de la lectura (iqrāʾ) en su lugar. Cuando los cristianos conquistaron la ciudad se vió obligado a marcharse a Lorca, ciudad en la que ejerció el cadiazgo y se ocupó también de la predicación (ḫuṭba), además de continuar con la enseñanza.	2010-12-29T01:12:45Z	2015-02-10T14:00:58Z	1	NA	0	1152	NA
119	710	إبراهيم بن صدقة	Ibrāhīm b. Ṣadaqa	NA	0	NA	403	v.	0	NA	NA	2010-12-29T01:12:45Z	2016-03-04T14:51:00Z	1	NA	0	1012	NA
120	0	إبراهيم بن طريف، أبو إسحاق	Ibrāhīm b. Aḥmad b. Ṭarīf, Abū Isḥāq	NA	0	NA	579	dp.	0	NA	"""Sabio de Algeciras que hizo la peregrinación y estudió en Oriente y en al-Andalus con maestros místicos. Famoso por su ascetismo, transmitió la Risāla de al-Qušayrī a Abū l-ʿAbbās al-Qanğārī. Fue maestro de lbn ʿArabī, que le visitó en Algeciras y en Ceuta"" (Marín y Fierro, Sabios, 120, nº 67).
"	2010-12-29T01:12:45Z	2015-02-10T14:05:45Z	1	NA	0	1183	NA
121	0	إبراهيم بن طفيل، أبو إسحاق	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2010-12-29T01:12:45Z	1	NA	0	0	NA
122	0	إبراهيم بن عامر النحوي، أبو إسحاق	Ibrāhīm b. ʿĀmir al-Naḥwī, Abū Isḥāq	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-04-04T12:46:41Z	1	NA	0	0	المغرب (BS)
123	0	إبراهيم بن عبد الرحمن التنيسي (التنسي)، أبو إسحاق	Ibrāhīm b. ʿAbd al-Raḥmān al-Tinnīsī (al-Tanasī), Abū Isḥāq	NA	0	NA	387	principio šawwāl=octubre	0	NA	NA	2010-12-29T01:12:45Z	2019-05-05T18:58:06Z	1	NA	0	997	NA
124	0	إبراهيم بن عبد الرحمن بن أبي بكر التسولي، ابن أبي يحيى، أبو سالم	NA	ابن أبي يحيى	0	NA	648	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-01-30T14:01:10Z	1	NA	0	1250	NA
125	0	إبراهيم بن عبد الرحمن بن أغلب بن زاهر الأنصاري، أبو إسحاق	Ibrāhīm b. ʿAbd al Raḥmān b. Aglab b. Zāhir al-Anṣārī, Abū Isḥāq	NA	0	NA	625	6 ğumādà I=13 abril	0	NA	NA	2010-12-29T01:12:45Z	2012-05-18T15:59:31Z	1	NA	0	1227	ابن الطيلسان ـ ذكره (IA)
126	0	إبراهيم بن عبد الرحمن بن حمير (خمير)، أبو إسحاق	Ibrāhīm b. ʿAbd al-Raḥmān b. Ḥumayr (Ḥumayr), Abū Isḥāq	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2017-07-14T09:14:36Z	1	NA	0	0	ابن عياد ـ ذكره وفيه عن غيره (IA)
127	0	إبراهيم بن عبد الصمد البلنسي، أبو عبد الصمد	Ibrāhīm b. ʿAbd al-Ṣamad al-Balansī , Abū ʿAbd al-Ṣamad	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2019-05-31T13:23:48Z	1	NA	0	0	أبو عثمان خلف بن هارون القطيني (H)
128	55	إبراهيم بن عبد العزيز بن أبي تمام الطائي (الطاري)، أبو إسحاق	NA	NA	0	NA	530	v. rağab=abril	0	NA	NA	2010-12-29T01:12:45Z	2012-05-10T09:29:55Z	1	NA	0	1136	NA
129	0	إبراهيم بن عبد العزيز بن يحيى بن علي الرعيني الأندلسي اللوري الإشبيلي المالكي، زكي الدين، أبو إسحاق	NA	NA	614	NA	687	lunes 24 ṣafar = 30 marzo	73	ded.	NA	2010-12-29T01:12:45Z	2015-02-10T14:59:17Z	1	NA	1217	1288	NA
130	0	إبراهيم بن عبد القاهر (القادر) بن فتوح، ابن شفيع (شنيع)، أبو إسحاق	Ibrāhīm b. ʿAbd al-Qāhir (al-Qādir) b. Fattūḥ , Ibn Šafīʿ (Šanīʿ) Abū Isḥāq	ابن شفيع (شنيع)	499	NA	0	NA	0	NA	"Este personaje, natural de Lisboa, era gramático y estudió en Málaga con Abū l-Ḥusayn Ibn al-Ṭarāwa (id 3829). También transmitió del antequerano Abū Bakr Yaḥyà b. Muḥammad al-Anṣārī (id 12628). 
Viajó a Oriente en peregrinación y en Alejandría conoció a Abū Ṭāhir al-Silafī, quien escribió a su dictado historietas y poesías. Éste le preguntó por su nacimiento y por ello conocemos la fecha. La información la toma Ibn al-Abbār de Ibn Nuqṭa, quien, sin embargo, no menciona la de su fallecimiento.<br/>
Yāqūt recoge una breve anécdota que le ocurrió con  Abū Bakr Yaḥyà b. Muḥammad (id 12628) y la poetisa Ibnat Ibn al-Sakkān (v. id 12629). Ésta improvisó una poesía cuando pasó junto a ellos un cuervo."	2010-12-29T01:12:45Z	2017-09-05T13:08:34Z	1	NA	1105	0	NA
131	375	إبراهيم بن عبد الله بن إبراهيم بن عبد الله بن قسوم اللخمي، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Ibrāhīm b. ʿAbd Allāh b. Qassūm al-Laḫmī, Abū Isḥāq	NA	566	[tres años dp. de su hermano]	642	šawwāl=marzo	76	ded.	NA	2010-12-29T01:12:45Z	2015-05-26T10:01:44Z	1	NA	1170	1245	NA
132	56	إبراهيم بن عبد الله بن إبراهيم بن محمد بن إبراهيم بن موسى بن إبراهيم بن عبد العزيز بن إسحاق بن أحمد بن أسد بن قاسم النميري الكاتب القاضي، برهان الدبن، ابن الحاج، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Ibrāhīm b. Muḥammad b. Ibrāhīm b. Mūsā b. Ibrāhīm b. ʿAbd al-ʿAzīz b. Isḥāq b. Aḥmad b. Asad b. Qāsim al-Namīrī al-Kātib al-Qāḍi, Burhān al-Dīn, Ibn al-Ḥāğğ, Abū Isḥāq	ابن الحاج	713	/710/712	765	/764/dp. 768	52	NA	NA	2010-12-29T01:12:45Z	2019-04-04T12:48:18Z	1	NA	1313	1363	NA
133	0	إبراهيم بن عبد الله بن إبراهيم بن يعقوب بن أحمد بن عمر الأنصاري البلنسي، ابن الجمش (الحبيش) ، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Ibrāhīm b. Yaʿqūb b. Aḥmad b. ʿUmar, al Anṣārī, Ibn al Ŷummaš (al-Ḥubayš), Abū Isḥāq	ابن الجمش (الحبيش)	0	NA	590	27 ḏū l-qaʿda = 13 noviembre /570 = 1174, dp.	0	NA	NA	2010-12-29T01:12:45Z	2015-02-12T09:34:09Z	1	NA	0	1194	ابن سالم ـ في خبره عن (IA)
134	0	إبراهيم بن عبد الله بن حصن بن أحمد بن حزم الغافقي، أبو إسحاق [ إبراهيم بن حصن بن عبد الله بن حصن ]	Ibrāhīm b. ʿAbd Allāh b. Ḥuṣn b. Aḥmad b. Ḥazm al-Gāfiqī, Abū Isḥāq [Ibrāhīm b. Ḥuṣn b. ʿAbd Allāh b. Ḥuṣn]	NA	0	NA	404	domingo 12 ḏū l-ḥiğğa = 14 junio	0	NA	NA	2010-12-29T01:12:45Z	2016-08-11T11:33:36Z	1	NA	0	1014	ابن عساكر ـ ذكره (IA)
135	0	إبراهيم بن عبد الله بن خير بن عبد الملك بن صفوان بن خير بن إبراهيم الكلبي	Ibrāhīm b. ʿAbd Allāh b. Ḫayr b. ʿAbd al-Malik b. Ṣafwān b. Ḫayr b. Ibrāhīm al-Kalbī	NA	0	NA	0	NA	0	NA	Transmisor de Muḥammad b. Waḍḍāḥ.	2010-12-29T01:12:45Z	2015-11-11T09:59:10Z	1	NA	0	0	NA
136	0	إبراهيم بن عبد الله بن سعد الغرناطي	NA	NA	0	NA	751	NA	0	NA	NA	2010-12-29T01:12:45Z	2010-12-29T01:12:45Z	1	NA	0	1350	NA
137	0	إبراهيم بن عبد الله بن صالح	Ibrāhīm b. ʿAbd Allāh b. Ṣāliḥ	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:45Z	2017-11-10T10:20:48Z	1	NA	0	0	خالد
138	0	إبراهيم بن عبد الله بن عباس بن عبد الله بن النعمان بن أبي قابوس، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. ʿAbbās b. ʿAbd Allāh b. al-Nuʿmān b. Abī Qābūs, Abū Isḥāq	NA	351	NA	413	lunes 1 rabīʿ I=4 junio	62	ded.	NA	2010-12-29T01:12:45Z	2014-01-21T13:46:40Z	1	NA	962	1022	أبو محمد بن خزرج (IB)
139	0	إبراهيم بن عبد الله بن قاسم الأنصاري القرطبي	NA	NA	0	NA	728	NA	0	NA	NA	2010-12-29T01:12:46Z	2010-12-29T01:12:46Z	1	NA	0	1327	NA
140	0	إبراهيم بن عبد الله بن محمد بن إبراهيم (القاسم) الكلبي، اليابري، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Muḥammad b. Ibrāhīm al-Kalbī, al-Yāburī, Abū Isḥāq	اليابري	0	NA	636	NA	0	NA	NA	2010-12-29T01:12:46Z	2017-10-27T13:48:17Z	1	NA	0	1238	NA
141	0	إبراهيم بن عبد الله بن محمد بن خيرة، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Muḥammad b. Ḫayra, Abū Isḥāq	NA	0	NA	600	a.	0	NA	NA	2010-12-29T01:12:46Z	2012-05-17T15:28:37Z	1	NA	0	1203	NA
142	600	إبراهيم بن عبد الله بن مسرة بن نجيح، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Masarra b. Nuğayḥ, Abū Isḥāq	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2018-01-08T15:17:47Z	1	NA	0	0	NA
143	0	إبراهيم بن عبد الله بن موسى الغافقي المقرىء، أبو إسحاق	Ibrāhīm b. ʿAbd Allāh b. Mūsà al-Gāfiqī al-Muqriʾ, Abū Isḥāq	NA	350	ded.	425	NA	75	NA	NA	2010-12-29T01:12:46Z	2012-05-22T13:59:28Z	1	NA	961	1033	ابن خزرج (IB)
144	0	إبراهيم بن عبد الله بن ميسرة (مسرة)	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2012-07-19T10:28:48Z	1	NA	0	0	NA
145	0	إبراهيم بن عبد الملك الصدفي، ابن العنزي، أبو إسحاق	NA	ابن العنزي	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2012-05-09T15:53:20Z	1	NA	0	0	ابن الدباغ ـ ذكره (IA)
146	0	إبراهيم بن عبد الملك، ابن المالقي، أبو إسحاق	NA	ابن المالقي	0	NA	0	NA	0	NA	Ulema andalusí afincado en Damasco, en cuya mezquita enseñaba, así como en en la zāwiya de los mālikíes	2010-12-29T01:12:46Z	2012-05-13T20:00:06Z	1	NA	0	0	NA
147	521	إبراهيم بن عبد الواحد بن إبراهيم الغافقي، الملاحي، أبو إسحاق	Ibrāhīm b.ʿAbd al-Wāḥid b.Ibrāhīm al-Gāfiqī, al-Mallāḥī, Abū Isḥāq	الملاحي	0	NA	604	NA	0	NA	NA	2010-12-29T01:12:46Z	2014-11-12T10:55:28Z	1	NA	0	1207	NA
148	759	إبراهيم بن عبد ربه بن جهور القيسي، أبو إسحاق	Ibrāhīm b. ʿAbd Rabbih b. Ğahwar b. al-Qaysī, Abū Isḥāq	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2017-11-09T12:28:29Z	1	NA	0	0	NA
149	0	إبراهيم بن عبيد الله المعافري، أبو إسحاق	Ibrāhīm b. ʿUbayd Allāh al-Maʿāfirī, Abū Isḥāq	NA	0	NA	362	NA	0	NA	NA	2010-12-29T01:12:46Z	2019-05-05T17:45:57Z	1	NA	0	972	"ابن الفرضي (BS)<br/>
من كتاب محمد بن حسن القاضي الزبيدي IF<br/>"
150	116	إبراهيم بن عبيد الله بن محمد بن سليمان بن فورتش العدوي المقرىء الضرير	Ibrāhīm b. ʿUbayd Allāh b. Muḥammad b. Sulaymān b. Fūrtiš al-ʿIdwī al-Muqriʾ al-Ḍarīr	ابن فورتش	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2013-07-17T14:04:56Z	1	NA	0	0	NA
151	0	إبراهيم بن عبيد الله، النوالة، أبو إسحاق	NA	النوالة	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2012-12-13T12:53:00Z	1	NA	0	0	NA
152	0	إبراهيم بن عتيق بن أبي العيش، أبو إسحاق	NA	NA	0	NA	549	NA	0	NA	NA	2010-12-29T01:12:46Z	2012-05-10T14:08:06Z	1	NA	0	1154	ابن عياد ـ عن (IA)
153	0	إبراهيم بن عثمان، أبو إسحاق	NA	NA	0	NA	600	centuria	0	NA	NA	2010-12-29T01:12:46Z	2010-12-29T01:12:46Z	1	NA	0	0	NA
154	308	إبراهيم بن عجنس بن أسباط الزيادي الكلاعي	Ibrāhīm b. ʿAğannas b. Asbāṭ al-Ziyādī al-Kalāʿī	NA	0	NA	273	/274/276/270 aprox./época de Muḥammad	0	NA	NA	2010-12-29T01:12:46Z	2019-04-04T12:49:13Z	1	▪ يونس بن عبد الأعلى بمصر <br>	0	886	"▪ محمد بن حارث - وجدت بخط (IF) <br>
▪ ابن أبي دليم - قال (TM) <br>"
155	0	إبراهيم بن عصام القاضي، أبو أمية	NA	NA	0	NA	0	NA	0	NA	NA	2010-12-29T01:12:46Z	2010-12-29T01:12:46Z	1	NA	0	0	NA
156	0	إبراهيم بن علي الجياني، أبو إسحاق	Ibrāhīm b. ʿAlī al-Ğayyānī, Abū Isḥāq	NA	0	NA	614	v.	0	NA	NA	2010-12-29T01:12:46Z	2012-05-18T13:20:43Z	1	NA	0	1217	NA
157	0	إبراهيم بن علي الحصري، أبو إسحاق	Ibrāhīm b. ʿAlī al-Ḥuṣrī, Abū Isḥāq	NA	0	NA	413	NA	0	NA	NA	2010-12-29T01:12:46Z	2010-12-29T01:12:46Z	1	NA	0	1022	NA
